Year,"Major area, region, country or area of destination",0-4,9-May,14-Oct, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
2000,Eastern Asia,"63,620","76,928","97,895","115,434","217,174","292,454","326,343","300,215","258,008","215,398","187,357","140,166","130,234","125,582","111,982","182,736","2,841,526"
2000,China,"14,690","13,281","12,504","14,313","21,542","27,799","29,472","27,062","21,736","16,469","13,104","11,504","10,597","7,947","4,768","7,164","253,952"
2000,"China, Hong Kong SAR","11,128","29,631","46,037","39,554","69,458","105,405","134,607","137,534","134,745","120,442","115,803","86,627","88,153","93,729","86,994","143,646","1,443,493"
2000,"China, Macao SAR",668,"1,589","3,621","4,765","10,792","12,927","15,213","18,700","17,070","13,338","8,971","5,081","3,485","3,556","4,727","6,897","131,400"
2000,Dem. People's Republic of Korea,955,782,793,958,"1,459","1,940","2,167","2,067","1,705","1,310","1,040",897,820,654,436,469,"18,452"
2000,Japan,"34,529","30,167","32,378","44,112","95,595","128,343","131,723","104,144","74,011","57,018","43,766","33,120","25,293","18,358","13,840","23,193","889,590"
2000,Mongolia,153,178,158,180,439,406,338,353,375,349,250,188,96,65,54,60,"3,642"
2000,Republic of Korea,"1,497","1,300","2,404","11,552","17,889","15,634","12,823","10,355","8,366","6,472","4,423","2,749","1,790","1,273","1,163","1,307","100,997"
2000,Southern Asia,"159,280","165,060","219,437","314,041","504,632","625,066","686,782","762,318","670,896","562,914","480,741","404,657","324,638","265,135","250,806","786,041","7,182,444"
2000,Afghanistan,"1,938","2,213","2,494","3,129","3,851","3,986","3,646","3,117","2,461","1,897","1,456","1,162",835,436,173,275,"33,069"
2000,Bangladesh,"47,016","31,643","19,621","19,901","44,555","68,975","74,426","54,539","35,337","20,148","13,075","9,297","6,024","4,591","4,056","2,742","455,946"
2000,Bhutan,294,392,366,369,177,"1,373",548,474,444,373,300,258,198,138,119,114,"5,937"
2000,India,"17,671","27,681","53,911","71,373","145,417","163,086","191,554","298,037","281,396","250,571","219,195","197,892","164,542","154,781","175,437","695,168","3,107,712"
2000,Iran (Islamic Republic of),"71,983","70,788","86,281","105,301","132,399","146,124","136,905","116,458","85,717","60,274","41,591","35,316","24,605","13,896","5,557","8,346","1,141,541"
2000,Maldives,850,741,719,706,"1,083","1,457","1,516","1,357","1,122",797,574,397,299,211,129,227,"12,185"
2000,Nepal,"6,656","11,763","17,027","36,535","61,970","65,294","59,481","53,833","42,375","34,574","24,586","18,455","15,995","11,954","6,938","8,505","475,941"
2000,Pakistan,"12,386","19,358","38,586","76,313","114,780","174,215","217,872","233,392","220,670","192,610","178,061","139,835","110,111","77,350","56,967","69,446","1,931,952"
2000,Sri Lanka,486,481,432,414,400,556,834,"1,111","1,374","1,670","1,903","2,045","2,029","1,778","1,430","1,218","18,161"
2000,South-Eastern Asia,"120,906","133,133","169,927","231,296","311,676","327,276","274,407","215,087","156,315","114,060","87,749","69,489","55,247","38,246","41,883","75,527","2,422,224"
2000,Brunei Darussalam,"2,607","2,472","1,743","2,275","3,652","5,201","6,275","5,529","4,005","3,201","2,189","1,135",834,632,256,483,"42,489"
2000,Cambodia,"1,729","12,365","16,622","10,986","6,814","5,440","4,233","4,118","3,796","2,551","1,491","1,194",939,"1,084",433,652,"74,447"
2000,Indonesia,"11,203","13,641","15,523","16,071","15,276","14,780","12,921","9,754","7,279","5,684","4,940","3,668","2,882","1,815","1,257","2,298","138,992"
2000,Lao People's Democratic Republic,769,849,979,"1,046","1,092","1,077","1,004",860,664,491,374,352,331,219,121,156,"10,384"
2000,Malaysia,"48,347","39,890","29,807","41,903","90,667","101,695","74,207","52,252","32,938","17,703","10,574","6,029","5,079","3,637","3,412","6,171","564,311"
2000,Myanmar,"2,294","2,707","2,466","3,558","4,571","5,363","5,221","4,621","3,711","3,002","2,324","1,992","1,597",826,511,"1,097","45,861"
2000,Philippines,"16,696","12,410","9,809","11,786","15,261","16,656","15,861","13,186","9,690","7,590","5,275","4,885","3,773","3,387","3,201","6,725","156,191"
2000,Singapore,"13,688","19,025","31,308","43,438","64,460","87,353","90,590","80,659","64,781","54,869","48,143","40,910","32,027","17,788","19,163","41,818","750,020"
2000,Thailand,"20,503","27,300","59,060","97,321","106,644","86,430","61,086","41,770","27,857","17,854","11,610","8,481","7,088","8,328","12,968","15,793","610,093"
2000,Timor-Leste,521,374,352,381,619,800,784,609,395,239,148,100,84,38,20,43,"5,507"
2000,Viet Nam,"2,549","2,100","2,258","2,531","2,620","2,481","2,225","1,729","1,199",876,681,743,613,492,541,291,"23,929"
2000,Western Asia,"661,996","605,051","534,464","472,698","612,328","770,905","778,531","688,986","514,112","385,378","307,237","262,159","226,866","183,379","163,451","247,861","7,415,402"
2000,Armenia,"17,883","22,522","25,723","26,824","23,105","24,000","26,425","32,199","36,047","29,789","21,582","22,607","24,632","19,972","16,788","17,632","387,730"
2000,Azerbaijan,"4,497","5,483","5,687","8,370","13,267","15,793","14,821","13,856","14,007","15,076","15,498","14,453","13,033","12,881","11,822","7,835","186,379"
2000,Bahrain,"7,794","7,072","6,069","7,325","7,504","6,579","6,283","6,220","5,408","3,937","2,472","2,486","1,401","1,339","1,364",764,"74,017"
2000,Cyprus,871,"1,643","2,504","3,018","4,829","6,142","6,085","5,426","4,321","2,927","2,081","1,591","1,329",965,706,893,"45,331"
2000,Georgia,790,"1,140",981,"1,249","1,618","1,861","1,906","2,412","3,104","3,499","3,664","2,925","4,168","3,311","4,134","6,034","42,796"
2000,Iraq,"1,927","5,358","7,832","11,491","13,461","12,322","8,879","6,083","5,100","4,669","4,087","3,568","2,504","1,384",553,843,"90,061"
2000,Israel,"9,983","20,827","28,936","37,455","44,521","47,655","52,906","59,430","67,609","79,376","84,585","82,590","81,061","76,892","79,333","144,438","997,597"
2000,Jordan,"156,739","128,115","93,765","76,564","82,027","72,154","64,531","57,509","49,578","39,182","32,302","29,614","23,518","17,243","10,363","11,664","944,868"
2000,Kuwait,"44,599","38,008","35,936","29,527","38,077","52,135","39,244","28,761","22,643","11,819","8,733","4,494","3,617","4,396","1,413","2,726","366,128"
2000,Lebanon,"56,097","32,509","27,685","24,735","29,170","30,126","29,933","27,784","22,335","16,206","12,434","10,957","8,048","4,221","3,041","4,327","339,608"
2000,Oman,"12,373","10,443","7,696","5,047","13,863","21,264","22,152","17,519","11,553","6,118","3,263","1,599",984,569,380,396,"135,219"
2000,Qatar,"7,428","6,875","4,941","4,525","13,242","12,953","10,701","10,748","5,684","3,455","1,894","1,705",747,301,164,92,"85,455"
2000,Saudi Arabia,"207,817","191,985","155,020","108,996","137,024","230,235","245,324","197,925","113,775","65,015","38,736","21,898","12,711","6,286","6,071","6,801","1,745,619"
2000,State of Palestine,"5,456","11,034","13,719","16,770","16,801","15,223","12,152","8,973","6,030","5,084","6,367","7,300","7,060","6,820","5,190","6,668","150,647"
2000,Syrian Arab Republic,"24,108","23,051","19,661","15,260","18,460","38,849","63,668","68,371","55,023","35,766","21,518","11,838","5,920","2,569","1,041",537,"405,640"
2000,Turkey,"25,717","24,839","35,229","49,833","63,509","73,501","74,470","66,613","43,072","34,166","31,749","34,330","31,994","22,023","19,449","34,462","664,956"
2000,United Arab Emirates,"69,605","68,190","57,782","39,925","84,329","102,576","92,889","73,923","44,788","26,861","14,331","7,179","3,153","1,735","1,137","1,128","689,531"
2000,Yemen,"8,312","5,957","5,298","5,784","7,521","7,537","6,162","5,234","4,035","2,433","1,941","1,025",986,472,502,621,"63,820"
2000,EUROPE,"370,683","640,496","1,040,016","1,451,567","1,956,571","2,482,163","2,731,598","2,792,700","2,788,986","2,514,590","2,227,750","1,891,341","1,701,324","1,286,121","1,184,932","1,994,994","29,056,240"
2000,Eastern Europe,"81,855","167,935","394,209","588,004","650,110","720,873","804,580","908,466","1,036,473","976,894","896,642","825,417","733,145","551,395","525,450","866,407","10,727,855"
2000,Belarus,"13,931","14,237","21,602","27,100","32,573","40,830","52,696","64,833","62,720","55,173","43,647","37,437","33,429","27,908","33,777","47,100","608,993"
2000,Bulgaria,402,550,765,"1,262","2,144","1,545","1,604","2,104","2,654","2,448","1,620",860,"2,018","1,579","1,474","2,093","25,122"
2000,Czechia,449,"1,122","1,703","2,205","3,543","4,929","5,581","6,425","7,493","8,774","8,047","9,552","9,574","8,917","9,341","13,907","101,562"
2000,Hungary,"1,036","2,195","4,844","5,796","8,219","11,498","13,369","9,403","10,307","9,378","8,118","15,611","11,067","9,958","10,709","27,230","158,738"
2000,Poland,"5,249","7,945","8,514","6,091","5,618","5,864","7,152","7,556","8,679","13,195","14,293","66,156","78,417","60,505","60,227","131,467","486,928"
2000,Republic of Moldova,"5,893","2,988","2,006","3,954","5,744","5,984","5,926","6,860","9,731","13,290","15,437","14,128","10,802","8,982","8,866","18,108","138,699"
2000,Romania,942,"1,411","1,410","3,338","4,190","3,460","2,418","1,660","1,490","1,349","1,228","4,252","7,983","7,584","7,597","16,209","66,521"
2000,Russian Federation,"40,719","104,330","283,398","385,411","427,930","470,041","511,972","547,790","613,495","558,471","499,551","405,207","352,133","210,567","185,677","320,754","5,917,446"
2000,Slovakia,262,632,"1,663","1,931","2,167","2,922","3,871","4,747","5,026","6,027","8,510","6,267","5,401","4,247","4,425","7,025","65,123"
2000,Ukraine,"12,972","32,525","68,304","150,916","157,982","173,800","199,991","257,088","314,878","308,789","296,191","265,947","222,321","211,148","203,357","282,514","3,158,723"
2000,Northern Europe,"60,192","101,353","135,343","178,793","302,558","390,054","401,995","393,945","384,681","349,280","313,001","248,729","239,748","207,698","196,108","286,316","4,189,794"
2000,Channel Islands,283,539,732,"1,113","2,331","3,316","3,673","3,454","3,263","3,228","3,010","2,531","1,872","1,172","1,119","2,431","34,067"
2000,Denmark,"3,895","7,902","10,344","12,557","18,319","22,382","23,221","20,466","16,385","12,628","10,576","8,548","6,857","5,242","3,917","7,810","191,049"
2000,Estonia,217,454,"1,000","2,006","2,901","3,873","5,825","10,188","14,270","14,916","13,905","12,206","19,216","15,062","15,662","16,967","148,668"
2000,Faeroe Islands,158,174,121,115,108,133,160,168,112,91,97,77,53,29,24,52,"1,672"
2000,Finland,"1,263","2,922","5,182","5,977","7,315","8,431","8,502","6,906","5,688","4,162","2,660","1,793","1,849","1,439","1,405","3,240","68,734"
2000,Iceland,440,368,414,574,777,906,954,948,787,596,436,354,314,222,206,389,"8,685"
2000,Ireland,"6,112","10,071","11,215","8,603","17,482","22,416","23,640","20,408","15,323","9,827","8,166","6,940","5,348","3,774","3,052","5,216","177,593"
2000,Isle of Man,186,473,676,785,989,"1,297","1,529","1,693","1,677","1,778","1,528","1,497","1,321","1,300","1,028","2,520","20,277"
2000,Latvia,640,"1,007","2,046","3,364","4,590","6,622","10,167","16,266","21,802","25,150","26,064","25,422","24,418","23,362","26,215","35,411","252,546"
2000,Lithuania,276,563,"1,122","2,106","2,947","3,710","5,495","9,117","13,451","14,440","12,060","9,343","10,345","11,217","9,942","7,631","113,765"
2000,Norway,"3,414","6,284","7,649","9,276","12,832","17,085","18,306","17,087","13,600","10,494","8,281","6,794","4,718","4,038","2,721","5,035","147,614"
2000,Sweden,"4,857","11,053","21,094","26,031","31,558","41,087","48,422","50,477","48,604","45,369","43,731","32,650","30,672","27,398","24,792","35,792","523,587"
2000,United Kingdom,"38,451","59,543","73,748","106,286","200,409","258,796","252,101","236,767","229,719","206,601","182,487","140,574","132,765","113,443","106,025","163,822","2,501,537"
2000,Southern Europe,"66,556","123,459","163,172","194,444","310,309","466,623","488,456","432,875","346,510","280,866","220,972","172,695","157,607","128,206","128,083","224,905","3,906,146"
2000,Albania,"4,759","4,543","4,073","4,017","3,941","3,391","3,312","2,704","1,955","1,434","1,099",856,664,771,"1,058","2,128","40,705"
2000,Andorra,144,338,567,698,"1,046","1,640","2,191","2,304","2,150","1,802","1,670","1,312","1,004",918,846,"1,424","20,054"
2000,Bosnia and Herzegovina,"1,814","1,812","1,686","2,110","3,818","5,003","4,674","3,900","3,366","3,034","2,663","2,383","2,099","1,887","1,691","1,321","43,261"
2000,Croatia,"1,806","6,205","11,721","12,911","15,172","20,488","25,410","30,332","30,995","29,225","25,455","20,058","24,357","20,940","16,496","18,904","310,475"
2000,Gibraltar,379,384,313,229,285,407,453,458,370,283,226,160,112,56,27,47,"4,189"
2000,Greece,"8,623","20,567","28,559","35,138","53,489","74,260","69,859","55,793","47,504","36,668","25,601","15,514","14,151","11,980","12,781","41,384","551,871"
2000,Holy See,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,406
2000,Italy,"18,942","36,596","46,653","52,153","88,155","147,900","172,601","147,552","105,772","75,281","56,662","44,229","33,482","27,862","27,126","64,033","1,144,999"
2000,Malta,201,511,675,861,995,"1,239","1,284","1,177",899,709,539,516,480,386,311,449,"11,232"
2000,Montenegro,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2000,Portugal,"5,309","11,466","15,788","21,781","35,305","59,729","45,740","33,806","27,072","20,586","13,384","9,747","8,616","6,777","6,747","9,300","331,153"
2000,San Marino,64,96,85,82,199,291,325,249,194,121,61,37,23,16,10,17,"1,870"
2000,Serbia,"1,322","5,899","13,376","17,722","21,392","27,090","29,664","34,925","41,034","47,623","42,251","35,025","36,754","29,968","36,457","52,368","472,870"
2000,Slovenia,624,"1,608","2,642","4,097","5,375","9,404","11,646","10,689","7,411","5,598","5,268","4,193","3,463","2,813","1,702","4,021","80,554"
2000,Spain,"19,900","31,336","35,539","41,556","78,944","111,930","117,105","103,747","71,418","51,634","38,802","30,617","24,657","17,697","18,310","26,035","819,227"
2000,TFYR Macedonia,"2,669","2,098","1,495","1,089","2,193","3,851","4,192","5,239","6,370","6,868","7,291","8,048","7,745","6,135","4,521","3,476","73,280"
2000,Western Europe,"162,080","247,749","347,292","490,326","693,594","904,613","1,036,567","1,057,414","1,021,322","907,550","797,135","644,500","570,824","398,822","335,291","617,366","10,232,445"
2000,Austria,"7,023","10,720","20,715","22,350","31,715","48,411","56,118","49,417","42,068","43,553","36,463","33,809","27,868","20,382","18,740","48,877","518,229"
2000,Belgium,"20,606","22,149","20,852","23,907","31,233","42,548","46,390","43,124","36,379","30,517","25,899","20,809","18,636","15,931","12,964","18,146","430,090"
2000,France,"26,194","51,054","73,013","97,809","156,235","209,488","258,893","309,241","338,282","326,521","279,013","224,266","196,869","164,316","149,868","324,867","3,185,929"
2000,Germany,"43,588","85,786","148,810","253,580","352,611","432,452","477,908","476,430","464,313","396,758","357,958","290,964","262,174","154,377","120,995","170,261","4,488,965"
2000,Liechtenstein,294,307,376,368,396,470,658,798,864,824,660,520,402,211,124,231,"7,503"
2000,Luxembourg,"1,202","2,201","2,851","2,919","4,380","7,336","8,862","8,384","6,972","5,699","5,227","3,811","3,098","2,242","1,846","3,434","70,464"
2000,Monaco,248,289,279,292,338,474,693,865,926,901,893,941,908,806,804,"1,672","11,329"
2000,Netherlands,"11,682","23,126","33,184","43,598","60,093","86,268","98,454","91,621","74,749","58,556","54,056","40,660","36,483","24,980","19,289","34,236","791,035"
2000,Switzerland,"51,243","52,117","47,212","45,503","56,593","77,166","88,591","77,534","56,769","44,221","36,966","28,720","24,386","15,577","10,661","15,642","728,901"
2000,LATIN AMERICA AND THE CARIBBEAN,"145,397","177,668","162,121","183,209","240,323","267,720","269,981","260,278","242,622","226,020","219,960","180,127","161,548","143,648","143,252","271,335","3,295,209"
2000,Caribbean,"30,689","34,443","39,065","45,180","58,653","64,397","65,266","58,978","49,973","41,106","33,828","23,580","19,457","13,912","11,287","21,185","610,999"
2000,Anguilla,170,158,138,141,184,225,253,243,187,127,89,72,64,30,35,37,"2,153"
2000,Antigua and Barbuda,"1,036",644,865,"1,018","1,133","1,366","1,665","1,538","1,133",639,432,386,328,206,133,233,"12,755"
2000,Aruba,284,699,961,926,"1,055","1,654","2,123","2,203","1,805","1,392",941,591,504,398,373,676,"16,585"
2000,Bahamas,653,377,436,783,"1,259","1,756","2,146","2,271","1,967","1,191","1,076",852,741,632,332,568,"17,040"
2000,Barbados,450,632,837,913,"1,108","1,393","1,580","1,505","1,500","1,340","1,139",866,784,584,426,962,"16,019"
2000,British Virgin Islands,251,336,337,305,500,705,858,914,741,564,366,298,136,75,49,137,"6,572"
2000,Caribbean Netherlands,740,"1,794","1,828","1,267","1,558","2,075","2,883","3,152","3,253","2,333","1,884",975,785,426,201,549,"25,703"
2000,Cayman Islands,364,461,478,702,778,"1,005","1,110","1,270",893,762,517,438,282,184,135,165,"9,544"
2000,Cuba,139,132,278,430,397,284,430,665,723,625,655,701,497,536,571,"2,915","9,978"
2000,Curaçao,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2000,Dominica,238,248,200,188,158,120,102,91,81,62,57,43,40,37,34,69,"1,768"
2000,Dominican Republic,"14,173","11,542","11,616","13,985","18,428","17,490","12,895","9,645","7,380","5,498","4,282","2,977","2,639","2,262","1,696","3,095","139,603"
2000,Grenada,284,266,380,483,256,189,226,257,238,201,175,142,95,91,57,99,"3,439"
2000,Guadeloupe,"1,383","2,860","3,505","3,801","3,481","4,295","4,951","4,827","4,182","3,377","2,493","1,604","1,105",606,398,542,"43,410"
2000,Haiti,803,564,536,658,874,"1,117","1,281","1,177",981,863,747,640,448,223,111,145,"11,168"
2000,Jamaica,"1,100","1,172","1,020",664,649,805,990,"1,137",965,637,585,456,419,399,456,995,"12,449"
2000,Martinique,923,"2,143","2,950","3,164","2,537","2,650","2,928","2,874","2,380","1,961","1,585","1,002",596,549,438,361,"29,041"
